x,y,original_label
-93.75725,20.606932,Known Species 118
-93.92598,23.296213,Known Species 118
-94.93321,20.90684,Known Species 118
-93.26915,22.608248,Known Species 118
-93.65994,21.60276,Known Species 118
-94.734764,22.383923,Known Species 118
-93.1401,21.224623,Known Species 118
-94.4093,21.112959,Known Species 118
-94.38866,21.224844,Known Species 118
-94.93213,21.778091,Known Species 118
-94.251205,22.662998,Known Species 118
-92.89944,21.230104,Known Species 118
-92.908325,22.554087,Known Species 118
-93.934906,22.80702,Known Species 118
-93.81941,20.668285,Known Species 118
-92.904396,21.95453,Known Species 118
-93.98973,21.83811,Known Species 118
-94.120964,21.8469,Known Species 118
-93.820854,22.382454,Known Species 118
-93.995735,23.139706,Known Species 118
-93.63155,21.89141,Known Species 118
-92.67997,22.617783,Known Species 118
-93.659424,22.290668,Known Species 118
-94.56176,21.815903,Known Species 118
-94.0387,20.643724,Known Species 118
-93.63867,21.009834,Known Species 118
-93.96337,20.498615,Known Species 118
-94.07527,20.992598,Known Species 118
-93.67693,23.168207,Known Species 118
-93.454834,21.761354,Known Species 118
-94.338036,22.311453,Known Species 118
-94.84947,21.872768,Known Species 118
-94.53796,20.631666,Known Species 118
-93.080536,21.170649,Known Species 118
-94.17843,22.607382,Known Species 118
-94.62381,20.712406,Known Species 118
-94.28056,21.888039,Known Species 118
-93.74919,20.933506,Known Species 118
-93.66418,23.190128,Known Species 118
-93.52713,22.547487,Known Species 118
-94.06494,22.255056,Known Species 118
-94.86349,22.292397,Known Species 118
-93.32448,22.565586,Known Species 118
-93.07555,21.079002,Known Species 118
-92.836334,21.703442,Known Species 118
-5.155492,-7.6542387,Known Species 119
-4.4168143,-8.2205925,Known Species 119
-6.558875,-8.665311,Known Species 119
-4.8784714,-8.215247,Known Species 119
-6.993009,-8.394462,Known Species 119
-5.779512,-8.859929,Known Species 119
-6.291911,-8.163387,Known Species 119
-4.501269,-9.454701,Known Species 119
-4.9257827,-9.327649,Known Species 119
-4.5668736,-7.920751,Known Species 119
-6.146424,-7.6199403,Known Species 119
-4.58204,-9.186222,Known Species 119
-6.551232,-8.939512,Known Species 119
-5.15015,-8.916931,Known Species 119
-4.3860292,-7.9246793,Known Species 119
-4.578192,-7.7940946,Known Species 119
-5.3705626,-8.91998,Known Species 119
-5.5921626,-9.3993435,Known Species 119
-6.1949573,-7.989672,Known Species 119
-5.5809484,-9.295813,Known Species 119
-5.03435,-8.165974,Known Species 119
-5.8680787,-9.87262,Known Species 119
-5.7003517,-8.233739,Known Species 119
-4.022134,-8.896756,Known Species 119
-4.557091,-8.756426,Known Species 119
-6.0463915,-9.18985,Known Species 119
-5.346118,-9.146071,Known Species 119
-4.412928,-9.3445015,Known Species 119
-5.6521754,-8.56987,Known Species 119
-4.4171805,-8.914616,Known Species 119
-5.037371,-10.076847,Known Species 119
-4.537297,-7.9268155,Known Species 119
-4.980006,-7.5124187,Known Species 119
-6.048126,-7.4411325,Known Species 119
-5.2732167,-8.739168,Known Species 119
-6.382973,-9.412986,Known Species 119
-5.7876964,-9.570805,Known Species 119
-5.4586143,-8.505265,Known Species 119
-5.9932795,-8.451051,Known Species 119
-4.9613495,-9.997676,Known Species 119
-5.070457,-8.558914,Known Species 119
-4.9629273,-9.655262,Known Species 119
-6.1411915,-8.554626,Known Species 119
-5.133105,-7.746908,Known Species 119
-6.3676233,-9.525475,Known Species 119
-5.4695616,-9.172645,Known Species 119
-5.441547,-8.752784,Known Species 119
-6.609742,-9.10991,Known Species 119
-5.6783605,-7.384186,Known Species 119
-5.9813156,-7.3994102,Known Species 119
-6.45786,-8.996539,Known Species 119
-4.592191,-9.2130995,Known Species 119
-5.2827673,-7.7928705,Known Species 119
-5.644624,-7.613548,Known Species 119
-5.952417,-7.761283,Known Species 119
-4.9966455,-9.431614,Known Species 119
-5.860671,-9.364698,Known Species 119
-5.458898,-7.341968,Known Species 119
-4.936298,-9.824121,Known Species 119
-6.420351,-9.482918,Known Species 119
-4.7660913,-8.813298,Known Species 119
-5.124638,-9.682038,Known Species 119
-6.401064,-8.797627,Known Species 119
-6.190194,-8.747553,Known Species 119
-6.8124723,-8.814609,Known Species 119
-5.2843733,-8.46764,Known Species 119
-6.4334483,-8.662464,Known Species 119
-5.1805086,-9.482052,Known Species 119
-7.0828395,-8.3410845,Known Species 119
-4.6865215,-9.600451,Known Species 119
-5.0064673,-8.431721,Known Species 119
-5.3143086,-9.162912,Known Species 119
-5.8195205,-8.487282,Known Species 119
-5.3869596,-8.7177,Known Species 119
-5.6981177,-7.3372006,Known Species 119
-5.8948956,-9.231657,Known Species 119
-5.2424636,-7.640255,Known Species 119
-5.060201,-8.487912,Known Species 119
-4.030748,-9.062005,Known Species 119
-4.4119606,-9.426259,Known Species 119
-5.0030794,-8.850389,Known Species 119
-4.557978,-9.193191,Known Species 119
-5.647241,-9.0487995,Known Species 119
-5.307915,-9.313416,Known Species 119
-5.985323,-8.214538,Known Species 119
-4.802795,-8.856412,Known Species 119
-5.15399,-9.6669035,Known Species 119
-6.492669,-9.679386,Known Species 119
-5.810995,-7.864958,Known Species 119
-4.9912477,-9.869747,Known Species 119
-5.1278143,-8.3486805,Known Species 119
-5.3925166,-8.199056,Known Species 119
-5.2914634,-7.5265527,Known Species 119
-5.874901,-7.3892894,Known Species 119
-5.0394487,-8.205695,Known Species 119
-6.105796,-9.488465,Known Species 119
-5.138128,-8.355241,Known Species 119
-5.0320163,-8.212664,Known Species 119
-6.7537684,-8.218036,Known Species 119
-4.521835,-8.144836,Known Species 119
40.472702,60.964714,Known Species 120
41.091175,62.19836,Known Species 120
40.362324,60.792614,Known Species 120
41.850735,62.159378,Known Species 120
41.82892,62.77484,Known Species 120
41.149563,60.557972,Known Species 120
40.998024,61.548927,Known Species 120
41.134354,61.540443,Known Species 120
41.359905,61.735744,Known Species 120
41.24827,62.806232,Known Species 120
41.31178,62.275566,Known Species 120
41.486614,61.508335,Known Species 120
42.467827,62.52135,Known Species 120
40.325317,62.851345,Known Species 120
41.08405,60.674084,Known Species 120
42.617958,61.76803,Known Species 120
40.717426,61.069305,Known Species 120
41.286243,62.83458,Known Species 120
41.932026,63.12863,Known Species 120
41.139984,62.32412,Known Species 120
40.922104,61.303078,Known Species 120
40.57174,62.322937,Known Species 120
41.987713,63.08198,Known Species 120
40.5141,63.008972,Known Species 120
41.398426,61.929817,Known Species 120
40.4511,61.704426,Known Species 120
41.878647,60.99109,Known Species 120
41.672005,61.183994,Known Species 120
40.791092,62.922077,Known Species 120
41.820923,62.82042,Known Species 120
40.655712,60.814262,Known Species 120
40.579105,60.85941,Known Species 120
40.423298,60.607346,Known Species 120
40.83163,62.629936,Known Species 120
41.661396,61.08656,Known Species 120
41.34026,61.568012,Known Species 120
41.798702,62.973133,Known Species 120
41.483784,61.57126,Known Species 120
40.898766,61.940918,Known Species 120
40.98534,61.13993,Known Species 120
41.176266,60.5042,Known Species 120
39.91184,61.959904,Known Species 120
41.344685,60.53686,Known Species 120
40.31291,62.530712,Known Species 120
40.404705,62.914528,Known Species 120
41.81904,62.95912,Known Species 120
40.474655,62.161686,Known Species 120
41.62919,60.547318,Known Species 120
39.923046,61.88395,Known Species 120
42.305172,62.530643,Known Species 120
41.419384,60.911617,Known Species 120
40.71461,60.97464,Known Species 120
42.018078,61.06437,Known Species 120
41.986774,61.32012,Known Species 120
40.003716,61.808502,Known Species 120
40.28677,62.562424,Known Species 120
41.92654,61.679497,Known Species 120
41.909702,63.18697,Known Species 120
41.875004,62.892563,Known Species 120
40.720573,61.803135,Known Species 120
41.506657,60.457386,Known Species 120
41.991848,62.764843,Known Species 120
40.327354,61.301582,Known Species 120
40.508537,60.88257,Known Species 120
41.05363,62.785194,Known Species 120
40.504112,61.61809,Known Species 120
40.871952,61.876984,Known Species 120
41.206814,61.907825,Known Species 120
40.464344,62.32565,Known Species 120
40.727512,62.45453,Known Species 120
40.08216,62.284943,Known Species 120
40.106716,62.635612,Known Species 120
40.49111,61.402275,Known Species 120
40.237362,62.10798,Known Species 120
42.27803,61.64323,Known Species 120
41.912598,63.154762,Known Species 120
40.328358,62.74788,Known Species 120
40.88442,60.51909,Known Species 120
41.89519,61.676987,Known Species 120
41.841583,62.61712,Known Species 120
41.475754,62.558136,Known Species 120
41.81669,62.428722,Known Species 120
40.50794,62.221638,Known Species 120
42.412426,62.34545,Known Species 120
40.668987,62.171364,Known Species 120
42.453194,61.668518,Known Species 120
40.1679,61.339302,Known Species 120
41.098278,62.019165,Known Species 120
41.93101,61.73429,Known Species 120
40.89051,60.63153,Known Species 120
41.765484,62.02003,Known Species 120
40.437634,60.7441,Known Species 120
39.99522,61.351055,Known Species 120
40.900665,61.646374,Known Species 120
42.46105,62.25178,Known Species 120
41.28076,61.133656,Known Species 120
40.673004,61.52219,Known Species 120
41.158867,60.441906,Known Species 120
41.34705,61.529297,Known Species 120
41.850662,62.553787,Known Species 120
-71.23917,-41.283596,Known Species 121
-71.15392,-42.748684,Known Species 121
-71.656715,-43.035187,Known Species 121
-71.20477,-40.90269,Known Species 121
-71.40749,-41.45824,Known Species 121
-71.32683,-40.950188,Known Species 121
-70.63269,-40.995815,Known Species 121
-71.13694,-42.733383,Known Species 121
-71.56252,-42.709274,Known Species 121
-71.6929,-42.18538,Known Species 121
-70.6467,-41.55927,Known Species 121
-71.92528,-41.602203,Known Species 121
-71.76207,-43.256233,Known Species 121
-70.32993,-42.16845,Known Species 121
-71.2742,-41.39309,Known Species 121
-71.398224,-42.918484,Known Species 121
-70.372635,-41.23457,Known Species 121
-71.48587,-40.90014,Known Species 121
-71.28136,-42.888725,Known Species 121
-70.75368,-41.89386,Known Species 121
-71.02968,-40.883865,Known Species 121
-71.11936,-41.818687,Known Species 121
-72.15798,-41.829174,Known Species 121
-70.9772,-42.514977,Known Species 121
-70.73976,-41.476013,Known Species 121
-71.70871,-41.18206,Known Species 121
-71.95955,-42.998543,Known Species 121
-72.26109,-41.909164,Known Species 121
-70.88897,-42.34505,Known Species 121
-71.38177,-41.393513,Known Species 121
-71.78442,-42.52579,Known Species 121
-70.50522,-41.114925,Known Species 121
-70.68761,-41.311752,Known Species 121
-72.47287,-42.27578,Known Species 121
-71.636604,-42.82077,Known Species 121
-70.59937,-42.853073,Known Species 121
-71.01699,-40.558064,Known Species 121
-71.809944,-42.333656,Known Species 121
-72.98408,-41.515263,Known Species 121
-70.456635,-41.14469,Known Species 121
-71.697296,-40.659607,Known Species 121
-72.959206,-41.546753,Known Species 121
-72.155045,-42.33973,Known Species 121
-73.05956,-41.66428,Known Species 121
-71.389336,-42.935303,Known Species 121
-70.280685,-41.995445,Known Species 121
-70.50685,-41.58825,Known Species 121
-70.49106,-42.684612,Known Species 121
-72.29893,-41.83004,Known Species 121
-71.33197,-40.79867,Known Species 121
-71.040016,-41.113605,Known Species 121
-72.29887,-41.931553,Known Species 121
-71.53316,-42.130455,Known Species 121
-71.23438,-42.350403,Known Species 121
-70.254715,-41.79198,Known Species 121
-72.28776,-42.7745,Known Species 121
-70.54361,-42.519665,Known Species 121
-71.91137,-40.917976,Known Species 121
-71.241806,-41.838913,Known Species 121
-71.40312,-42.045116,Known Species 121
-70.86514,-40.708115,Known Species 121
-70.66676,-42.947186,Known Species 121
-71.532265,-41.09838,Known Species 121
-72.282745,-42.29194,Known Species 121
-71.40784,-41.27711,Known Species 121
-71.999,-42.573536,Known Species 121
-71.53726,-41.802288,Known Species 121
-70.556175,-42.717735,Known Species 121
-72.19948,-42.720875,Known Species 121
-71.983345,-40.892574,Known Species 121
-71.36159,-41.825798,Known Species 121
-71.15111,-41.550385,Known Species 121
-72.19611,-42.46894,Known Species 121
-70.51463,-42.180363,Known Species 121
-72.99756,-41.634808,Known Species 121
-70.604454,-42.8581,Known Species 121
-71.2923,-41.82022,Known Species 121
-71.87409,-43.259315,Known Species 121
-71.45647,-42.969574,Known Species 121
-70.48431,-42.369534,Known Species 121
-71.23267,-40.656338,Known Species 121
-71.66898,-40.794018,Known Species 121
-72.27502,-42.272923,Known Species 121
-71.14781,-41.28861,Known Species 121
-71.85119,-43.19823,Known Species 121
-71.36125,-41.808716,Known Species 121
-72.555466,-42.24922,Known Species 121
-71.261986,-41.280827,Known Species 121
-70.920876,-41.129536,Known Species 121
-71.633965,-43.197575,Known Species 121
-72.08927,-41.591415,Known Species 121
-71.77043,-41.725697,Known Species 121
-72.01644,-41.762836,Known Species 121
-71.441536,-43.00612,Known Species 121
-72.25385,-42.399647,Known Species 121
-70.7396,-42.747856,Known Species 121
-71.119736,-42.422432,Known Species 121
-70.46331,-41.02774,Known Species 121
-71.1762,-41.79824,Known Species 121
-72.548874,-42.20733,Known Species 121
55.187992,-37.81718,Known Species 122
56.114742,-39.66105,Known Species 122
56.007942,-38.31559,Known Species 122
54.443253,-37.52974,Known Species 122
54.739567,-38.74819,Known Species 122
54.458824,-36.80645,Known Species 122
54.040356,-37.853798,Known Species 122
56.14718,-38.48475,Known Species 122
55.913834,-37.16068,Known Species 122
55.50592,-36.962963,Known Species 122
55.020313,-37.386547,Known Species 122
54.544743,-36.814606,Known Species 122
54.193584,-38.28639,Known Species 122
54.54173,-37.15875,Known Species 122
55.16852,-37.816307,Known Species 122
54.468605,-37.901573,Known Species 122
55.091545,-37.849194,Known Species 122
54.22206,-38.58653,Known Species 122
55.126915,-37.389336,Known Species 122
55.18612,-38.596416,Known Species 122
56.104607,-39.638386,Known Species 122
54.590363,-39.074287,Known Species 122
54.70521,-37.92592,Known Species 122
55.266964,-38.524227,Known Species 122
54.274593,-37.3902,Known Species 122
54.38382,-38.666607,Known Species 122
55.333298,-38.723522,Known Species 122
55.69176,-37.271263,Known Species 122
55.914875,-38.988758,Known Species 122
54.575905,-36.893547,Known Species 122
54.344906,-37.83133,Known Species 122
56.09608,-38.01139,Known Species 122
55.835285,-38.239708,Known Species 122
55.814285,-37.780968,Known Species 122
54.38164,-37.142406,Known Species 122
54.812714,-36.757008,Known Species 122
55.02819,-38.19852,Known Species 122
55.93838,-39.691525,Known Species 122
55.040382,-37.984127,Known Species 122
55.21902,-38.01344,Known Species 122
54.99755,-37.338074,Known Species 122
55.900677,-39.670135,Known Species 122
55.86808,-36.9545,Known Species 122
55.13252,-38.62871,Known Species 122
55.131035,-38.135597,Known Species 122
55.160976,-38.631092,Known Species 122
55.088966,-37.701004,Known Species 122
55.755543,-37.136524,Known Species 122
54.18187,-37.360817,Known Species 122
55.184223,-37.974056,Known Species 122
54.86124,-39.216816,Known Species 122
54.234684,-37.191532,Known Species 122
55.87496,-38.137486,Known Species 122
56.340073,-39.13321,Known Species 122
54.51063,-37.3948,Known Species 122
55.794426,-36.942646,Known Species 122
56.30261,-39.14195,Known Species 122
55.29139,-38.849903,Known Species 122
55.552605,-36.74809,Known Species 122
54.168373,-37.747337,Known Species 122
54.435425,-36.929386,Known Species 122
56.28797,-39.15699,Known Species 122
56.18048,-37.824966,Known Species 122
54.56647,-37.823692,Known Species 122
54.75926,-37.654045,Known Species 122
54.441837,-38.754982,Known Species 122
55.58744,-36.999725,Known Species 122
56.125916,-39.642586,Known Species 122
55.687386,-37.193428,Known Species 122
55.325138,-38.96512,Known Species 122
56.192345,-38.293095,Known Species 122
56.212498,-37.847836,Known Species 122
54.67669,-36.83723,Known Species 122
55.16962,-38.685856,Known Species 122
55.4734,-36.90226,Known Species 122
56.417107,-37.762974,Known Species 122
56.019733,-38.879253,Known Species 122
55.935715,-37.2762,Known Species 122
56.306786,-38.585552,Known Species 122
55.23051,-38.88041,Known Species 122
54.47084,-38.548584,Known Species 122
55.32266,-36.58678,Known Species 122
55.84957,-38.523033,Known Species 122
55.84905,-37.601738,Known Species 122
54.68593,-38.21272,Known Species 122
55.37551,-38.455856,Known Species 122
55.810123,-38.53853,Known Species 122
55.932655,-39.678684,Known Species 122
54.384274,-37.11747,Known Species 122
54.49085,-38.1038,Known Species 122
55.356384,-36.54172,Known Species 122
55.646446,-36.966843,Known Species 122
56.2798,-39.1549,Known Species 122
56.187504,-37.804382,Known Species 122
54.658947,-38.38762,Known Species 122
55.85537,-38.10274,Known Species 122
56.09759,-38.61412,Known Species 122
55.164543,-37.50559,Known Species 122
55.24749,-38.922066,Known Species 122
54.313164,-37.293953,Known Species 122
-61.918777,-43.011436,Known Species 123
-60.6024,-44.84052,Known Species 123
-62.18439,-44.35132,Known Species 123
-62.10688,-43.631744,Known Species 123
-60.525135,-42.9544,Known Species 123
-60.63824,-44.698753,Known Species 123
-60.91016,-42.868996,Known Species 123
-60.596428,-43.348675,Known Species 123
-61.352184,-43.809578,Known Species 123
-60.582073,-43.128628,Known Species 123
-61.895905,-45.00951,Known Species 123
-61.22086,-44.332005,Known Species 123
-60.217964,-44.337967,Known Species 123
-61.32984,-44.579967,Known Species 123
-60.112118,-43.79989,Known Species 123
-60.841118,-44.263496,Known Species 123
-60.76972,-42.85378,Known Species 123
-62.37029,-44.73741,Known Species 123
-61.945293,-44.291008,Known Species 123
-59.927067,-44.714603,Known Species 123
-60.78641,-43.122036,Known Species 123
-60.912964,-43.236088,Known Species 123
-61.429855,-44.400276,Known Species 123
-60.528564,-43.545395,Known Species 123
-61.14817,-45.025196,Known Species 123
-62.20299,-43.560555,Known Species 123
-60.187206,-44.508118,Known Species 123
-60.47158,-43.454548,Known Species 123
-62.374485,-43.99253,Known Species 123
-61.874996,-45.068745,Known Species 123
-61.92678,-44.388565,Known Species 123
-61.77863,-42.807247,Known Species 123
-60.87729,-44.90669,Known Species 123
-60.275642,-44.29914,Known Species 123
-61.408783,-44.000374,Known Species 123
-61.626385,-44.107533,Known Species 123
-61.01938,-44.701687,Known Species 123
-61.278866,-43.801662,Known Species 123
-61.41247,-43.768536,Known Species 123
-61.72696,-44.84484,Known Species 123
-61.156647,-44.478622,Known Species 123
-60.133633,-44.064346,Known Species 123
-62.250523,-44.433212,Known Species 123
-61.257244,-44.020905,Known Species 123
-62.038715,-44.851444,Known Species 123
-61.079643,-44.21651,Known Species 123
-61.04761,-43.6567,Known Species 123
-61.85163,-43.501953,Known Species 123
-61.362255,-44.98061,Known Species 123
-61.82898,-44.815456,Known Species 123
-60.82888,-44.087822,Known Species 123
-60.423252,-43.22236,Known Species 123
-61.56027,-43.614944,Known Species 123
-62.063538,-43.046783,Known Species 123
-62.15056,-44.327126,Known Species 123
-62.37597,-44.06184,Known Species 123
-61.964306,-43.412373,Known Species 123
-61.26642,-45.463272,Known Species 123
-61.40616,-45.056328,Known Species 123
-59.922203,-43.62271,Known Species 123
-60.363895,-44.66783,Known Species 123
-60.01965,-43.64688,Known Species 123
-62.742313,-44.060444,Known Species 123
-61.67767,-43.345352,Known Species 123
-61.531837,-44.148006,Known Species 123
-60.317474,-44.241425,Known Species 123
-60.39498,-43.437263,Known Species 123
-61.539482,-43.762234,Known Species 123
-61.78415,-44.98493,Known Species 123
-60.994614,-44.59467,Known Species 123
-60.09392,-44.6637,Known Species 123
-61.96731,-42.938488,Known Species 123
-62.100197,-44.299286,Known Species 123
-62.363976,-43.673126,Known Species 123
-62.30288,-44.29046,Known Species 123
-60.96355,-43.34811,Known Species 123
-62.17327,-45.009254,Known Species 123
-60.90767,-44.697285,Known Species 123
-60.39583,-44.119274,Known Species 123
-60.327957,-44.444233,Known Species 123
-61.69067,-42.64791,Known Species 123
-60.63635,-44.71722,Known Species 123
-60.330635,-43.940903,Known Species 123
-62.73762,-44.07223,Known Species 123
-61.11028,-45.17996,Known Species 123
-62.075203,-45.012817,Known Species 123
-61.336952,-44.008926,Known Species 123
-61.662434,-44.588917,Known Species 123
-60.25877,-44.38156,Known Species 123
-61.928482,-42.831917,Known Species 123
-60.282845,-43.91426,Known Species 123
-60.869343,-44.82258,Known Species 123
-61.559525,-42.587578,Known Species 123
-60.71217,-42.847607,Known Species 123
-60.133175,-44.826267,Known Species 123
-61.442936,-43.462845,Known Species 123
-61.02849,-43.479362,Known Species 123
-60.62129,-44.701797,Known Species 123
-61.023163,-43.958595,Known Species 123
-60.448887,-43.67302,Known Species 123
23.211905,-22.395662,Known Species 124
23.21971,-21.46283,Known Species 124
22.135527,-22.738384,Known Species 124
21.822845,-22.227703,Known Species 124
22.107138,-21.350216,Known Species 124
21.643166,-22.585169,Known Species 124
23.891975,-21.989576,Known Species 124
23.923687,-22.126438,Known Species 124
23.239937,-21.266981,Known Species 124
22.041595,-21.179499,Known Species 124
23.94488,-21.775486,Known Species 124
23.921463,-21.991245,Known Species 124
23.070341,-20.456293,Known Species 124
23.15076,-20.975897,Known Species 124
23.221952,-21.750776,Known Species 124
23.441637,-22.218676,Known Species 124
22.435944,-21.645987,Known Species 124
22.194181,-22.513744,Known Species 124
23.196959,-23.383856,Known Species 124
22.627066,-22.271294,Known Species 124
23.864279,-21.90332,Known Species 124
21.817822,-21.689404,Known Species 124
22.73215,-23.116089,Known Species 124
23.324915,-22.727102,Known Species 124
21.709038,-21.277025,Known Species 124
22.087631,-21.98384,Known Species 124
22.726175,-21.819365,Known Species 124
22.320082,-22.886581,Known Species 124
22.803877,-21.71607,Known Species 124
23.050005,-23.242783,Known Species 124
22.01665,-21.133598,Known Species 124
23.161942,-23.421978,Known Species 124
23.161001,-23.474808,Known Species 124
23.12493,-22.45546,Known Species 124
23.964643,-22.15417,Known Species 124
22.612545,-22.142952,Known Species 124
23.080093,-20.413607,Known Species 124
23.105124,-22.370968,Known Species 124
23.837746,-21.183527,Known Species 124
23.589193,-21.53595,Known Species 124
23.628578,-22.355108,Known Species 124
22.757738,-23.017855,Known Species 124
23.479927,-22.149687,Known Species 124
23.04996,-23.084696,Known Species 124
22.838661,-21.378578,Known Species 124
23.91121,-21.966663,Known Species 124
23.874294,-21.685795,Known Species 124
23.133945,-22.64094,Known Species 124
22.134563,-22.272604,Known Species 124
22.685808,-20.90681,Known Species 124
22.206274,-21.287333,Known Species 124
22.746284,-22.82915,Known Species 124
21.92726,-21.406012,Known Species 124
22.77232,-21.85256,Known Species 124
23.55986,-22.246923,Known Species 124
22.416267,-20.767645,Known Species 124
22.888378,-21.433424,Known Species 124
22.189327,-21.468832,Known Species 124
23.035748,-23.213812,Known Species 124
23.4867,-21.907125,Known Species 124
22.261343,-22.859028,Known Species 124
22.137394,-22.162868,Known Species 124
21.539875,-21.540743,Known Species 124
21.568222,-21.90882,Known Species 124
22.587387,-22.16974,Known Species 124
22.575548,-22.602901,Known Species 124
21.589485,-22.648506,Known Species 124
22.921572,-22.82092,Known Species 124
23.501886,-21.492899,Known Species 124
22.032692,-21.838367,Known Species 124
22.734282,-22.824718,Known Species 124
22.097166,-21.196945,Known Species 124
23.901966,-21.045992,Known Species 124
22.091673,-21.155352,Known Species 124
23.836004,-22.409328,Known Species 124
22.893059,-22.868929,Known Species 124
22.544775,-21.337904,Known Species 124
23.53116,-21.891888,Known Species 124
22.771461,-21.628607,Known Species 124
23.408468,-22.107996,Known Species 124
23.25707,-23.473759,Known Species 124
23.848547,-21.628426,Known Species 124
22.008612,-21.18117,Known Species 124
23.538225,-21.940891,Known Species 124
21.563845,-22.41951,Known Species 124
22.112305,-20.860111,Known Species 124
23.786104,-22.706709,Known Species 124
21.995737,-21.153872,Known Species 124
23.849146,-21.387413,Known Species 124
22.042824,-22.350649,Known Species 124
22.513859,-21.811913,Known Species 124
22.41631,-22.307062,Known Species 124
22.277288,-21.357773,Known Species 124
23.403118,-22.751379,Known Species 124
21.502214,-22.139408,Known Species 124
22.951584,-21.30976,Known Species 124
22.810617,-21.240961,Known Species 124
23.13199,-21.117737,Known Species 124
22.811535,-21.46036,Known Species 124
22.767002,-21.798157,Known Species 124
-15.684952,-73.24247,Known Species 125
-14.332444,-71.39845,Known Species 125
-14.332464,-72.10966,Known Species 125
-15.334431,-73.547516,Known Species 125
-14.854384,-73.08286,Known Species 125
-15.37472,-73.505196,Known Species 125
-14.813715,-72.25142,Known Species 125
-15.222634,-73.82913,Known Species 125
-14.904085,-73.464005,Known Species 125
-14.005196,-72.88475,Known Species 125
-15.501194,-72.28023,Known Species 125
-15.780575,-72.44006,Known Species 125
-14.391575,-72.08255,Known Species 125
-15.609858,-72.220894,Known Species 125
-15.395553,-73.25425,Known Species 125
-14.837779,-72.30249,Known Species 125
-14.667561,-73.7727,Known Species 125
-15.423949,-72.54667,Known Species 125
-15.045813,-71.6809,Known Species 125
-15.388318,-72.009575,Known Species 125
-15.658724,-71.8808,Known Species 125
-15.769705,-72.146965,Known Species 125
-13.900667,-73.54259,Known Species 125
-14.593049,-72.09988,Known Species 125
-14.197835,-72.46612,Known Species 125
-16.399208,-72.53483,Known Species 125
-14.795595,-73.34582,Known Species 125
-14.716971,-73.94543,Known Species 125
-15.102608,-74.391846,Known Species 125
-16.051607,-71.960014,Known Species 125
-14.60826,-72.02067,Known Species 125
-14.365561,-72.282455,Known Species 125
-15.378798,-73.23032,Known Species 125
-15.331473,-74.175575,Known Species 125
-15.054425,-72.73865,Known Species 125
-14.3314295,-71.42723,Known Species 125
-14.545993,-71.61217,Known Species 125
-14.877476,-73.00425,Known Species 125
-13.898023,-72.16651,Known Species 125
-15.403628,-73.148415,Known Species 125
-14.970004,-72.77976,Known Species 125
-15.298334,-73.43913,Known Species 125
-15.72996,-73.41226,Known Species 125
-16.1827,-72.51784,Known Species 125
-15.323117,-74.103386,Known Species 125
-13.81725,-73.468704,Known Species 125
-15.071306,-73.72625,Known Species 125
-15.864421,-71.77864,Known Species 125
-15.52221,-73.83986,Known Species 125
-16.038675,-73.6109,Known Species 125
-14.794078,-73.72916,Known Species 125
-14.135427,-74.02127,Known Species 125
-15.528553,-73.14811,Known Species 125
-15.321393,-73.7119,Known Species 125
-13.994693,-73.845894,Known Species 125
-14.646996,-73.80589,Known Species 125
-14.330304,-73.72864,Known Species 125
-15.58883,-72.11114,Known Species 125
-15.515183,-73.32251,Known Species 125
-15.970184,-72.56567,Known Species 125
-14.560636,-71.95018,Known Species 125
-14.249386,-72.46767,Known Species 125
-15.707207,-72.851234,Known Species 125
-14.9764805,-71.84728,Known Species 125
-15.140066,-71.69821,Known Species 125
-14.722211,-73.10118,Known Species 125
-14.78922,-72.271675,Known Species 125
-15.427303,-73.9198,Known Species 125
-16.224384,-72.6486,Known Species 125
-13.78786,-73.67943,Known Species 125
-14.637575,-73.482666,Known Species 125
-14.298107,-72.29187,Known Species 125
-13.778218,-73.62254,Known Species 125
-14.1666975,-74.05928,Known Species 125
-14.062417,-71.882034,Known Species 125
-13.916568,-72.836136,Known Species 125
-15.813339,-72.88807,Known Species 125
-15.711643,-72.37778,Known Species 125
-14.728799,-71.94723,Known Species 125
-14.762453,-71.892555,Known Species 125
-13.844928,-73.78999,Known Species 125
-15.645812,-72.46295,Known Species 125
-15.456293,-72.541664,Known Species 125
-14.361792,-72.19908,Known Species 125
-13.67158,-72.93638,Known Species 125
-14.736967,-73.19525,Known Species 125
-14.285103,-72.21045,Known Species 125
-14.4971,-72.38198,Known Species 125
-14.959157,-72.36453,Known Species 125
-15.177217,-73.617355,Known Species 125
-14.882815,-73.23992,Known Species 125
-16.063213,-72.38289,Known Species 125
-14.049107,-73.89562,Known Species 125
-14.482065,-72.179695,Known Species 125
-13.904828,-72.49205,Known Species 125
-14.56224,-74.02327,Known Species 125
-14.196293,-73.1158,Known Species 125
-13.934073,-73.83802,Known Species 125
-14.468904,-72.40951,Known Species 125
-16.0351,-72.259605,Known Species 125
-37.278828,-9.135943,Known Species 126
-37.774113,-9.623345,Known Species 126
-36.248764,-9.583823,Known Species 126
-36.459965,-10.937527,Known Species 126
-36.414707,-9.348921,Known Species 126
-37.518604,-10.267436,Known Species 126
-36.59845,-9.167485,Known Species 126
-36.398197,-8.965846,Known Species 126
-37.529255,-9.486553,Known Species 126
-36.67815,-8.5502405,Known Species 126
-36.606667,-8.453339,Known Species 126
